Name,Location,Founded,Employees,About,Skills,Link
ITC Infotech - Automation Engineer,Job available in Bangalore,Founded in 2000,More than 1000 employees,"ITC Infotech is a global full service technology solutions provider, led by Business and Technology Consulting. The company provides solutions through a combination of traditional and newer business models. Subsidiary of ITC Ltd.","Python
Automation Testing
LTE",https://www.instahyre.com/job-288683-automation-engineer-at-itc-infotech-2-bangalore/
KoiReader - Node.js Developer,Job available in Bangalore,Founded in 2019,10 - 50 employees,"KoiReader is a logistics and supply chain organization that provides services related to Document Automation, Artificial Intelligence, Data Science, Unstructured Data, Computer Vision, FreightTech, etc.","Python
Node.js
Express.js",https://www.instahyre.com/job-288746-nodejs-developer-at-koireader-bangalore/
Matrix Marketers - Python Developer - Django,Job available in Mohali,Founded in 2009,200 - 500 employees,"Matrix Marketers is a software development company helping companies build brands and reputations by providing full-stack development, DevOps, designing, big data, and online marketing solutions.","Python
Django
Flask",https://www.instahyre.com/job-288717-python-developer-django-at-matrix-marketers-mohali/
Mercari - Cloud Engineer,Job available in Bangalore,Founded in 2013,500 - 1000 employees,"Mercari is an online marketplace app that allows its users to buy and sell items like apparel, toys, electronic gadgets, and more from their smartphones while having a fast-growing user base with 50 Mn downloads.","Python
Kubernetes
Networking
Docker
AWS",https://www.instahyre.com/job-288771-cloud-engineer-at-mercari-bangalore/
Plate IQ - Senior Quality Assurance Engineer,Job available in Work From Home,Founded in 2014,50 - 200 employees,"Plate IQ makes restaurant accounting easy using automated accounts payable software replacing manual data entry by digitizing invoices down to the line item, specializing in one click bill pay, etc.","Python
Cucumber
Java
Manual Testing
Performance Testing",https://www.instahyre.com/job-288742-senior-quality-assurance-engineer-at-plate-iq-work-from-home/
RamSoft - Engineering Manager,Job available in Work From Home,Founded in 1994,200 - 500 employees,"RamSoft is a healthcare IT SaaS company that develops and delivers innovative medical imaging, radiology workflow, teleradiology, and DICOM routing solutions to its clients around the globe.","Python
Node.js
React.js
NLP
Machine Learning",https://www.instahyre.com/job-288780-engineering-manager-at-ramsoft-work-from-home/
SciSpace - NLP - Generative AI Engineer,Job available in Bangalore,Founded in 2016,10 - 50 employees,"SciSpace is an integrated platform for entrepreneurs and researchers that enables helps scientific authors by enabling them to discover, write, and publish research smoothly and drive collaboration.","Python
Machine Learning
NLP
Keras
NLTK
PyTorch
+3",https://www.instahyre.com/job-288767-nlp-generative-ai-engineer-at-scispace-bangalore/
Tekion - AI Engineer,Job available in Bangalore,Founded in 2016,More than 1000 employees,Tekion is building a cloud platform to transform the automotive retail industry. Their technology empowers automotive retail to deliver uncompromised and unparalleled customer experiences.,"Python
Algorithms
Embedded Systems
Hardware
Keras
+3",https://www.instahyre.com/job-288802-ai-engineer-at-tekion-bangalore/
Tuva - Software Engineer,Job available in Work From Home,Founded in 2012,0 - 10 employees,"Tuva offers data literacy solutions for schools, businesses, and organizations. Participants are able to learn and master the most-critical, foundational concepts in data, statistics, and analytics using modules & tools.","Python
JavaScript
Django
Node.js
React.js",https://www.instahyre.com/job-288785-software-engineer-at-tuva-work-from-home/
Wakefit - Automation Test Engineer - Quality Engineer,Job available in Bangalore,Founded in 2016,More than 1000 employees,"Wakefit is a furniture company that designs mattress, bed, pillow, cushions, comforters and blankets, specializing in Orthopaedic Memory Foam Mattress.","Python
Automation Testing
SDET
Java
Selenium",https://www.instahyre.com/job-288676-automation-test-engineer-quality-engineer-at-wakefit-bangalore/
Wayfair - Software Engineer 2 - Engineering Effectiveness,Job available in Bangalore,Founded in 2002,More than 1000 employees,"Wayfair is the online destination for the home and a pure-play online retailer that offers a wide range of home goods and furniture products for the bedroom, living room, kitchen and dining, bathroom, and more.","Python
Java
Hibernate
J2EE
Spring",https://www.instahyre.com/job-288674-software-engineer-2-engineering-effectiveness-at-wayfair-bangalore/
Worldline - Full Stack Developer - Jhipster,"Job available in Bangalore, Pune, Work From Home",Founded in 1974,More than 1000 employees,"Worldline is a European digital payments company that ensures secure payments and trusted transactions by offering solutions for in-store and online payments, omnichannel commerce, issuing, and acquiring.","Python
Java
Spring",https://www.instahyre.com/job-288685-full-stack-developer-jhipster-at-worldline-bangalore-pune-work-from-home/
56 Secure - Deep Learning Engineer,Job available in Bangalore,Founded in 2020,50 - 200 employees,56 Secure is an AI-powered automated security platform for homes and enterprises that offers real-time automated security and physical intervention as a subscription by leveraging algorithms and software platforms.,"Python
Computer Vision
Machine Learning
CUDA
OpenCV
+2",https://www.instahyre.com/job-288769-deep-learning-engineer-at-56-secure-bangalore/
CRED - Cloud Security,Job available in Bangalore,Founded in 2010,More than 1000 employees,"Amazon Ads helps brands of all sizes design ad experiences and craft relevant campaigns to delight customers around the world both on and off Amazon properties, currently catering to a 300+ million user base.","Python
C
C++
Java
JavaScript
Ruby",https://www.instahyre.com/job-288702-cloud-security-at-cred-bangalore/
Apexon - Linux Support,Job available in Bangalore,Founded in 1996,More than 1000 employees,"Apexon is a digital technology services and platform solutions company that improves the customer digital experience and insight of several companies and specializes in analytics, AI, and cloud technologies.","Python
Linux
Shell Scripting
Java
SQL",https://www.instahyre.com/job-288553-linux-support-at-apexon-bangalore/
Chingari - Software Engineer,Job available in Mumbai,Founded in 2018,0 - 10 employees,"Chingari is a social video platform that allows users to create, explore, share, and discover short entertainment and creative videos and content under various categories and features songs, filters, etc. tools.","Python
Django
Data Structures
Algorithms
Flask",https://www.instahyre.com/job-288592-software-engineer-at-chingari-mumbai/
Chingari - Software Engineer,Job available in Bangalore,Founded in 2018,0 - 10 employees,"Chingari is a social video platform that allows users to create, explore, share, and discover short entertainment and creative videos and content under various categories and features songs, filters, etc. tools.","Python
React.js
Node.js
Django
pandas",https://www.instahyre.com/job-288591-software-engineer-at-chingari-bangalore/
Docsumo - Engineering Manager,Job available in Bangalore,Founded in 2018,10 - 50 employees,"Docsumo is an AI-based software that aims to reduce manual data entry by employing OCR technology to convert unstructured documents such as pay stubs, invoices, bills, etc. into an actionable format.","Python
Flask",https://www.instahyre.com/job-288417-engineering-manager-at-docsumo-bangalore/
Fleek - Data Scientist,Job available in Chennai,Founded in 2021,0 - 10 employees,"Fleek is a subscription management platform that enables users to control, manage, split, and pay for various subscription-based services like Netflix, Prime, etc. seamlessly in a tap.","Python
Machine Learning
NLP",https://www.instahyre.com/job-288606-data-scientist-at-fleek-chennai/
GenieTalk.ai - Data Scientist - AI / ML,Job available in Indore,Founded in 2016,50 - 200 employees,"GenieTalk.ai is a virtual assistant that uses AI to help businesses make personalizes and meaningful connections with their customers across several mediums, including chat, voice, call, and email, etc.","Python
Machine Learning
NLP
Keras
NLTK
Scikit-learn",https://www.instahyre.com/job-288478-data-scientist-ai-ml-at-genietalk-indore/
Head Digital Works - Business Analyst,Job available in Hyderabad,Founded in 2005,200 - 500 employees,Head Infotech is a product development company that serves to the online gaming industry with its online gaming portals such as ace2three.com which is an online skill based casual card game platform.,"Python
Microsoft Excel
Power BI
R
SQL
Tableau",https://www.instahyre.com/job-288370-business-analyst-at-head-digital-works-hyderabad/
Jio Platforms Limited - Technical Program Manager,Job available in Bangalore,Founded in 2019,More than 1000 employees,"Jio Platforms is a part of reliance industries that owns and operates mobile network Jio and invests across other digital ecosystems which covers AI, smart devices, IoT, cloud, big data, edge computing, and more.","Python
Program Management
Jira
PMP
Java",https://www.instahyre.com/job-288534-technical-program-manager-at-jio-platforms-limited-bangalore/
Kount - Senior Software Engineer,Job available in Hyderabad,Founded in 2016,0 - 10 employees,"Kount is a financial services company that provides services related to business planning & analysis, specializing in due diligence, financial planning, capital structuring, etc.","Python
Django
Flask
Microservices
Data Structures",https://www.instahyre.com/job-288441-senior-software-engineer-at-kount-hyderabad/
Kount - Senior Software Engineer,Job available in Hyderabad,Founded in 2016,0 - 10 employees,"Kount is a financial services company that provides services related to business planning & analysis, specializing in due diligence, financial planning, capital structuring, etc.","Python
Django
Flask
Algorithms
Kafka",https://www.instahyre.com/job-288444-senior-software-engineer-at-kount-hyderabad/
Lendingkart - Lead - Revenue and Growth,Job available in Bangalore,Founded in 2014,200 - 500 employees,"Lendingkart enables SMBs to apply for collateral-free working capital loans. The company uses cash flow, credit history, and customer experiences to evaluate the business. Has raised over $42 million to date.","Python
Microsoft Excel
SQL",https://www.instahyre.com/job-288410-lead-revenue-and-growth-at-lendingkart-bangalore/
Ovent24 - Machine Learning,Job available in Indore,Founded in 2021,10 - 50 employees,"Ovent24 is an IT services firm providing technology-enabled solutions like custom web and app development, product design and development, and UI design to startups and MSMEs across all industry domains.","Python
Machine Learning
PyTorch
SQL
Flask",https://www.instahyre.com/job-288487-machine-learning-at-ovent24-indore/
Paypal - Data Scientist / Machine Learning Engineer,"Job available in Bangalore, Chennai",Founded in 1998,More than 1000 employees,"Paypal is a global payments company that supports online money transfers and serves as an electronic alternative to traditional paper methods like cheques & cash, through various product offerings.","Python
Machine Learning
Scikit-learn",https://www.instahyre.com/job-288658-data-scientist-machine-learning-engineer-at-paypal-bangalore-chennai/
Pure Storage - Staff Engineer - ML (Content and Ad Platform),Job available in Bangalore,Founded in 2009,More than 1000 employees,Pure Storage is a technology company that is simplifying how people consume and interact with data by enabling them to quickly adopt next-generation technologies like AI and ML to maximize the data value.,"Python
Computer Vision
Data Mining
Keras
MLOps
+5",https://www.instahyre.com/job-288645-staff-engineer-ml-content-and-ad-platform-at-pure-storage-bangalore/
RingCentral - Senior SDET,Job available in Bangalore,Founded in 2003,More than 1000 employees,"RingCentral is a global provider of cloud-based unified communications and collaboration products and solutions for enterprises allowing its members to be connected. Customers include Lyft, Coursera, etc.","Python
Automation Testing
SDET
Java
Selenium",https://www.instahyre.com/job-288511-senior-sdet-at-ringcentral-bangalore/
ShyftLabs - Python Developer,Job available in Gurgaon,Founded in 2018,50 - 200 employees,"ShyftLabs is a business consulting services provider that caters to varied business verticals by offering services across business intelligence, predictive analytics, cloud warehousing, data governance, and more.","Python
MySQL
Django
Flash
REST Assured",https://www.instahyre.com/job-288457-python-developer-at-shyftlabs-gurgaon/
ShyftLabs - Python Developer,Job available in Gurgaon,Founded in 2018,50 - 200 employees,"ShyftLabs is a business consulting services provider that caters to varied business verticals by offering services across business intelligence, predictive analytics, cloud warehousing, data governance, and more.","Python
Django
Flask
MySQL
PostgreSQL",https://www.instahyre.com/job-288638-python-developer-at-shyftlabs-gurgaon/
Squareshift - GEN AI,Job available in Chennai,Founded in 2019,50 - 200 employees,"SquareShift caters to a cloud-based platform for enterprises, specializing in a DevOps Enablement package helps the enterprises to build a fully automated DevOps infrastructure and deployment pipelines.","Python
Computer Vision
Machine Learning
NLP
PyTorch
+2",https://www.instahyre.com/job-288604-gen-ai-at-squareshift-chennai/
Amazon Ads - System Development Engineer,Job available in Bangalore,Founded in 2010,More than 1000 employees,"Amazon Ads helps brands of all sizes design ad experiences and craft relevant campaigns to delight customers around the world both on and off Amazon properties, currently catering to a 300+ million user base.","Python
C
C++
Java",https://www.instahyre.com/job-288611-system-development-engineer-at-amazon-ads-bangalore/
Amazon Ads - System Development Engineer II,Job available in Bangalore,Founded in 2018,10 - 50 employees,"Amigoways is a Madurai-based IT firm delivering high-end technology services like web and mobile development, design, prototyping, testing, digital marketing, and more to boost brand visibility and sales growth.","Python
.NET
Big Data
C
C++
Golang
Java
Node.js",https://www.instahyre.com/job-288452-system-development-engineer-ii-at-amazon-ads-bangalore/
Chingari - Software Engineer,Job available in Hyderabad,Founded in 2018,0 - 10 employees,"Chingari is a social video platform that allows users to create, explore, share, and discover short entertainment and creative videos and content under various categories and features songs, filters, etc. tools.","Python
Django
Flask
Data Structures
Algorithms",https://www.instahyre.com/job-288349-software-engineer-at-chingari-hyderabad/
Conviva - Staff Performance & Quality Engineer,Job available in Bangalore,Founded in 2006,200 - 500 employees,"Conviva offers video stream optimization solutions. It is a Video AI Platform provides insight into streaming TV consumption, engagement, & viewer experience. Clients HBO, Hulu, ESPN, NBC, Turner, Disney and more.","Python
Performance Testing
SDET
Java
JMeter",https://www.instahyre.com/job-288122-staff-performance-quality-engineer-at-conviva-bangalore/
Credilio - Business Analytics,Job available in Mumbai,Founded in 2020,50 - 200 employees,Credilio is a fintech firm that aims to simplify personal finances by guiding consumers through various financial products and services available digitally through its team of financial advisors.,"Python
Data Analysis
Business Intelligence
SQL
Power BI",https://www.instahyre.com/job-288308-business-analytics-at-credilio-mumbai/
GrayMatter Software Services - Backendn Developer,Job available in Bangalore,Founded in 2006,200 - 500 employees,"GrayMatter Software Services is an IT & Services organization that provides services related to End-to-end BI Implementation Services, Airport Analytics, Insurance Analytics, etc.",Python,https://www.instahyre.com/job-288226-backendn-developer-at-graymatter-software-services-bangalore/
Kearney - Software Engineer,Job available in Bangalore,Founded in 1926,More than 1000 employees,"Kearney is a leading global management consulting firm that helps business verticals by providing a range of products and services across strategic business consulting, digital analytics, operations, and more.","Python
React.js
AWS
Django
Redis",https://www.instahyre.com/job-288148-software-engineer-at-kearney-bangalore/
Kotak811 - Backend Architect,Job available in Bangalore,Founded in 2016,More than 1000 employees,"Kotak811 is a digital-first mobile banking platform that offers banking solutions along with 180 features that include paying bills, shopping, investing, managing credit and debit cards, mobile recharge and FASTag.","Python
Java
Node.js
Spring
Microservices",https://www.instahyre.com/job-288141-backend-architect-at-kotak811-bangalore/
Lapiz Digital Services - RPA Developer,Job available in Chennai,Founded in 1999,200 - 500 employees,"Lapiz is a digital services company in India specializing in providing financial, operational, and strategic solutions for industries across eCommerce, healthcare, publishing, e-learning, software domains and more.","Python
UiPath
Java
.NET
VBA",https://www.instahyre.com/job-288146-rpa-developer-at-lapiz-digital-services-chennai/
Lendingkart - Engineering Manager,Job available in Bangalore,Founded in 2014,200 - 500 employees,"Lendingkart enables SMBs to apply for collateral-free working capital loans. The company uses cash flow, credit history, and customer experiences to evaluate the business. Has raised over $42 million to date.","Python
Ruby on Rails
AWS
Docker
Jenkins
MySQL
+2",https://www.instahyre.com/job-288333-engineering-manager-at-lendingkart-bangalore/
Quantum - Full Stack Engineer - PaaS,Job available in Bangalore,Founded in 1995,500 - 1000 employees,"Quantum is a data storage and management company based in California that provides secure, end-to-end solutions to manage and preserve unstructured data and video and easily extract insights from it.","Python
AWS
JavaScript
Angular
React.js",https://www.instahyre.com/job-288168-full-stack-engineer-paas-at-quantum-bangalore/
Quantum - Junior Software Engineer - DXI,Job available in Bangalore,Founded in 1995,500 - 1000 employees,"Quantum is a data storage and management company based in California that provides secure, end-to-end solutions to manage and preserve unstructured data and video and easily extract insights from it.","Python
Storage
C++
RAID
SAN",https://www.instahyre.com/job-288138-junior-software-engineer-dxi-at-quantum-bangalore/
Quantum - Software Engineer - DXI,Job available in Bangalore,Founded in 1995,500 - 1000 employees,"Quantum is a data storage and management company based in California that provides secure, end-to-end solutions to manage and preserve unstructured data and video and easily extract insights from it.","Python
Storage
C++
SAN
RAID",https://www.instahyre.com/job-288139-software-engineer-dxi-at-quantum-bangalore/
RevGain - Full Stack Engineer,Job available in Hyderabad,Founded in 2023,0 - 10 employees,"RevGain is a SaaS startup using AI to collate data from various systems within all phases of a customer lifecycle, providing best actions to improve customer satisfaction and increase revenue for the organization.","Python
JavaScript
Node.js",https://www.instahyre.com/job-288299-full-stack-engineer-at-revgain-hyderabad/
Squareshift - Artificial Intelligence Developer,Job available in Chennai,Founded in 2019,50 - 200 employees,"SquareShift caters to a cloud-based platform for enterprises, specializing in a DevOps Enablement package helps the enterprises to build a fully automated DevOps infrastructure and deployment pipelines.","Python
Computer Vision
Machine Learning
NLP
R
+3",https://www.instahyre.com/job-288344-artificial-intelligence-developer-at-squareshift-chennai/
Swish - SDE3,Job available in Bangalore,Founded in 2012,50 - 200 employees,"Swish is Sweden's go-to payment application and offers a wide range of mobile payment, invoicing, payouts, and similar solutions to 8 million individuals and 30,000 + businesses across the country.","Python
Golang
Django",https://www.instahyre.com/job-288158-sde3-at-swish-bangalore/
Tally Solutions - Python Developer,Job available in Bangalore,Founded in 1986,More than 1000 employees,"Offers two products namely Tally and Shoper. Tally is a ERP software for accounting, payroll and inventory. Shoper is a retail POS management software which gives real-time inventory status of chain stores. Tally is an official GST Suvidha Provider in India.","Python
JavaScript
Angular
Django
jQuery
React.js",https://www.instahyre.com/job-288252-python-developer-at-tally-solutions-bangalore/
Upstox - Quality Assurance Engineer 2 (Backend / API Testing),Job available in Mumbai,Founded in 2010,200 - 500 employees,"Upstox is a Financial Services company that offers fintech solutions to customers wrt discount stock broking, with easy-to-use trading platforms. It was founded as RKSV Securities.","Python
Manual Testing
Performance Testing
SDET
Java
+1",https://www.instahyre.com/job-288249-quality-assurance-engineer-2-backend-api-testing-at-upstox-mumbai/
Velotio Technologies - Senior Software Engineer (Python),Job available in Pune,Founded in 2016,200 - 500 employees,"Velotio is a product development services provider. It helps SaaS companies in developing products, adding intelligence to existing products, adopting agile infrastructure, and improving product stability.","Python
Django
Flask",https://www.instahyre.com/job-288357-senior-software-engineer-python-at-velotio-technologies-pune/
Viacom18 - QA - Automation Engineer,Job available in Bangalore,Founded in 2007,More than 1000 employees,"Viacom 18 Media is a multi-channel TV network. Delivers content across multiple genres through its channels such as MTV, Colors, VH1, Comedy Central, Nick, Sonic, etc. It is a joint venture of TV18 & Viacom Inc. of USA.","Python
Selenium
Automation Testing
Java
Appium",https://www.instahyre.com/job-288251-qa-automation-engineer-at-viacom18-bangalore/
